suite,task_id,trial_id,success,executed_steps,waves,elapsed_seconds,mean_inference_wave_seconds,actions_finite,model_seed,environment_seed,max_steps,solver_release_policy,model_seed_rule,task_description,trajectory
libero_spatial,1,0,True,171,22,102.38387032601167,4.397674210788429,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/home/oem/fbfm_ws/FBFM-a6000/results/kp_search_pro6000/kp_0p0486968_screen4/tasks/libero_spatial/task_001/trajectories/trial_000.npz
libero_spatial,1,1,True,292,37,171.2690894230036,4.463180845366686,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/home/oem/fbfm_ws/FBFM-a6000/results/kp_search_pro6000/kp_0p0486968_screen4/tasks/libero_spatial/task_001/trajectories/trial_001.npz
libero_spatial,1,2,False,480,60,279.0912757370097,4.544637474557766,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/home/oem/fbfm_ws/FBFM-a6000/results/kp_search_pro6000/kp_0p0486968_screen4/tasks/libero_spatial/task_001/trajectories/trial_002.npz
libero_spatial,1,3,True,121,16,73.28423622797709,4.241099451824351,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/home/oem/fbfm_ws/FBFM-a6000/results/kp_search_pro6000/kp_0p0486968_screen4/tasks/libero_spatial/task_001/trajectories/trial_003.npz
libero_spatial,1,4,True,161,21,88.102968273015,3.9380970632760595,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/home/oem/fbfm_ws/FBFM-a6000/results/kp_search_pro6000/kp_0p0486968_screen4/tasks/libero_spatial/task_001/trajectories/trial_004.npz
libero_spatial,1,5,True,167,21,100.17215794700314,4.490534861135529,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/home/oem/fbfm_ws/FBFM-a6000/results/kp_search_pro6000/kp_0p0486968_expand10x10/tasks/libero_spatial/task_001/trajectories/trial_005.npz
libero_spatial,1,6,True,128,16,76.74248162502772,4.438962575887083,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/home/oem/fbfm_ws/FBFM-a6000/results/kp_search_pro6000/kp_0p0486968_expand10x10/tasks/libero_spatial/task_001/trajectories/trial_006.npz
libero_spatial,1,7,True,340,43,198.7714136010036,4.477514286023506,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/home/oem/fbfm_ws/FBFM-a6000/results/kp_search_pro6000/kp_0p0486968_expand10x10/tasks/libero_spatial/task_001/trajectories/trial_007.npz
libero_spatial,1,8,True,150,19,89.95092265398125,4.424842040252406,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/home/oem/fbfm_ws/FBFM-a6000/results/kp_search_pro6000/kp_0p0486968_expand10x10/tasks/libero_spatial/task_001/trajectories/trial_008.npz
libero_spatial,1,9,True,289,37,170.39203252102016,4.439461371654608,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/home/oem/fbfm_ws/FBFM-a6000/results/kp_search_pro6000/kp_0p0486968_expand10x10/tasks/libero_spatial/task_001/trajectories/trial_009.npz
libero_spatial,9,0,True,195,25,115.55619838897837,4.397350176002454,True,0,0,480,uniform,fixed,pick up the black bowl on the wooden cabinet and place it on the plate,/home/oem/fbfm_ws/FBFM-a6000/results/kp_search_pro6000/kp_0p0486968_screen4/tasks/libero_spatial/task_009/trajectories/trial_000.npz
libero_spatial,9,1,True,171,22,101.78605973900994,4.3598116169121806,True,0,0,480,uniform,fixed,pick up the black bowl on the wooden cabinet and place it on the plate,/home/oem/fbfm_ws/FBFM-a6000/results/kp_search_pro6000/kp_0p0486968_screen4/tasks/libero_spatial/task_009/trajectories/trial_001.npz
