suite,task_id,trial_id,success,executed_steps,waves,elapsed_seconds,mean_inference_wave_seconds,actions_finite,model_seed,environment_seed,max_steps,solver_release_policy,model_seed_rule,task_description,trajectory
libero_spatial,2,0,True,111,14,48.078734794049524,2.972835761013751,True,0,0,480,uniform,fixed,pick up the black bowl from table center and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu2/tasks/libero_spatial/task_002/trajectories/trial_000.npz
libero_spatial,2,1,True,111,14,36.760791767039336,2.3112612904049454,True,0,0,480,uniform,fixed,pick up the black bowl from table center and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu2/tasks/libero_spatial/task_002/trajectories/trial_001.npz
libero_spatial,2,2,True,104,13,35.14782139810268,2.34697193293167,True,0,0,480,uniform,fixed,pick up the black bowl from table center and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu2/tasks/libero_spatial/task_002/trajectories/trial_002.npz
libero_spatial,2,3,True,105,14,33.91619073704351,2.115659939792628,True,0,0,480,uniform,fixed,pick up the black bowl from table center and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu2/tasks/libero_spatial/task_002/trajectories/trial_003.npz
libero_spatial,2,4,True,106,14,36.49121521192137,2.2908843973263475,True,0,0,480,uniform,fixed,pick up the black bowl from table center and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu2/tasks/libero_spatial/task_002/trajectories/trial_004.npz
libero_spatial,2,5,True,108,14,35.30059690307826,2.2101726501403998,True,0,0,480,uniform,fixed,pick up the black bowl from table center and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu2/tasks/libero_spatial/task_002/trajectories/trial_005.npz
libero_spatial,2,6,True,108,14,32.93435413495172,2.0377913393313065,True,0,0,480,uniform,fixed,pick up the black bowl from table center and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu2/tasks/libero_spatial/task_002/trajectories/trial_006.npz
libero_spatial,2,7,True,111,14,35.33825348201208,2.2417807029327377,True,0,0,480,uniform,fixed,pick up the black bowl from table center and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu2/tasks/libero_spatial/task_002/trajectories/trial_007.npz
libero_spatial,2,8,True,133,17,43.620896389940754,2.307675305288285,True,0,0,480,uniform,fixed,pick up the black bowl from table center and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu2/tasks/libero_spatial/task_002/trajectories/trial_008.npz
libero_spatial,2,9,True,109,14,38.07322835503146,2.321499053792407,True,0,0,480,uniform,fixed,pick up the black bowl from table center and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu2/tasks/libero_spatial/task_002/trajectories/trial_009.npz
libero_spatial,2,10,True,111,14,37.63409343594685,2.3454573361280686,True,0,0,480,uniform,fixed,pick up the black bowl from table center and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu2/tasks/libero_spatial/task_002/trajectories/trial_010.npz
