suite,task_id,trial_id,success,executed_steps,waves,elapsed_seconds,mean_inference_wave_seconds,actions_finite,model_seed,environment_seed,max_steps,solver_release_policy,model_seed_rule,task_description,trajectory
libero_spatial,1,0,True,165,21,111.63590465299785,4.896983679262286,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_000.npz
libero_spatial,1,1,True,146,19,86.44833632290829,4.219422004406806,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_001.npz
libero_spatial,1,2,True,163,21,97.69294958899263,4.339514715533534,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_002.npz
libero_spatial,1,3,True,152,19,90.19278318702709,4.400426067807712,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_003.npz
libero_spatial,1,4,True,137,18,80.85223131801467,4.144788519479334,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_004.npz
libero_spatial,1,5,True,157,20,107.39655145199504,4.954873833711082,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_005.npz
libero_spatial,1,6,True,128,16,73.96309187298175,4.23581260018845,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_006.npz
libero_spatial,1,7,False,480,60,277.72680295293685,4.491662190530495,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_007.npz
libero_spatial,1,8,True,147,19,87.33219134109095,4.248931972606806,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_008.npz
libero_spatial,1,9,True,425,54,253.1056463039713,4.537097700450316,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_009.npz
libero_spatial,1,10,True,167,21,99.07800737395883,4.404265825414438,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_010.npz
libero_spatial,1,11,True,125,16,76.10439279302955,4.3368695385836284,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_011.npz
libero_spatial,1,12,True,144,18,86.5867407200858,4.442416930742758,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_012.npz
libero_spatial,1,13,True,159,20,102.22440306295175,4.771020793583288,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_013.npz
libero_spatial,1,14,False,480,60,289.15985129901674,4.66636439526194,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_014.npz
libero_spatial,1,15,True,134,17,81.57133099401835,4.405157359601516,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_015.npz
libero_spatial,1,16,True,190,24,115.23304527800065,4.508537706839852,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_016.npz
libero_spatial,1,17,True,145,19,89.13581056310795,4.350261128897546,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_017.npz
libero_spatial,1,18,True,368,46,216.08091400598641,4.528477373743489,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_018.npz
libero_spatial,1,19,True,232,29,140.5812457719585,4.600001619123699,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_019.npz
libero_spatial,9,0,True,151,19,93.41955603205133,4.53074997200747,True,0,0,480,uniform,fixed,pick up the black bowl on the wooden cabinet and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_009/trajectories/trial_000.npz
libero_spatial,9,1,False,480,60,282.1060207670089,4.560392976585836,True,0,0,480,uniform,fixed,pick up the black bowl on the wooden cabinet and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_009/trajectories/trial_001.npz
libero_spatial,9,2,True,261,33,155.71775964298286,4.49502904093071,True,0,0,480,uniform,fixed,pick up the black bowl on the wooden cabinet and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_009/trajectories/trial_002.npz
libero_spatial,9,3,True,138,18,84.79346433409955,4.341352786311242,True,0,0,480,uniform,fixed,pick up the black bowl on the wooden cabinet and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_009/trajectories/trial_003.npz
libero_spatial,9,4,True,241,31,146.4209973119432,4.463866139656602,True,0,0,480,uniform,fixed,pick up the black bowl on the wooden cabinet and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_009/trajectories/trial_004.npz
libero_spatial,9,5,True,349,44,208.18183055496775,4.553438226710488,True,0,0,480,uniform,fixed,pick up the black bowl on the wooden cabinet and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_009/trajectories/trial_005.npz
libero_spatial,9,6,True,187,24,110.07858043792658,4.314470619428903,True,0,0,480,uniform,fixed,pick up the black bowl on the wooden cabinet and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_009/trajectories/trial_006.npz
libero_spatial,9,7,False,480,60,282.9705612210091,4.573850805105901,True,0,0,480,uniform,fixed,pick up the black bowl on the wooden cabinet and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_009/trajectories/trial_007.npz
libero_spatial,9,8,True,189,24,112.1094878820004,4.380323715042323,True,0,0,480,uniform,fixed,pick up the black bowl on the wooden cabinet and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_009/trajectories/trial_008.npz
libero_spatial,9,9,False,480,60,286.054310756037,4.6219595667341205,True,0,0,480,uniform,fixed,pick up the black bowl on the wooden cabinet and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_feedback_a051933_kp00486968_20260727/runs/formal_libero40_fbfm_kp00486968_20_a051933/shards/gpu1/tasks/libero_spatial/task_009/trajectories/trial_009.npz
