suite,task_id,trial_id,success,executed_steps,waves,elapsed_seconds,mean_inference_wave_seconds,actions_finite,model_seed,environment_seed,max_steps,solver_release_policy,model_seed_rule,task_description,trajectory
libero_spatial,1,0,True,169,22,66.9248081779806,2.750378975032262,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_000.npz
libero_spatial,1,1,True,120,15,39.7586922069313,2.326479966257466,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_001.npz
libero_spatial,1,2,False,480,60,147.3357783430256,2.3338619649685066,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_002.npz
libero_spatial,1,3,True,165,21,49.58318115002476,2.1538352245486085,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_003.npz
libero_spatial,1,4,True,159,20,50.31420299306046,2.2693391062840376,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_004.npz
libero_spatial,1,5,True,181,23,62.88210254907608,2.4954080707927155,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_005.npz
libero_spatial,1,6,True,142,18,45.19554797199089,2.255872760648153,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_006.npz
libero_spatial,1,7,True,238,30,80.997429151088,2.517081697080885,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_007.npz
libero_spatial,1,8,True,161,21,55.46579296304844,2.426472659286281,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_008.npz
libero_spatial,1,9,True,290,37,87.77238483296242,2.2324035376108156,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_009.npz
libero_spatial,1,10,True,142,18,48.113712617894635,2.3790974854124025,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_010.npz
libero_spatial,1,11,True,140,18,47.35597872000653,2.3179195249440934,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_011.npz
libero_spatial,1,12,True,166,21,55.63163609697949,2.4175838000479746,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_012.npz
libero_spatial,1,13,True,128,16,42.311847266042605,2.3805564875330996,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_013.npz
libero_spatial,1,14,True,298,38,90.20935984991957,2.2406940596709504,True,0,0,480,uniform,fixed,pick up the black bowl next to the ramekin and place it on the plate,/mnt/project_eai_hs/zrm2/eval_isolated/dreamzero_none_cb08c9e_20260726/runs/formal_libero40_none_20_cb08c9e/shards/gpu1/tasks/libero_spatial/task_001/trajectories/trial_014.npz
